# Number of sources: 50000
# RA (deg),Dec (deg),I (Jy),Q (Jy),U (Jy),V (Jy),Ref. freq. (Hz),Spectral index,Rotation measure (rad/m^2),FWHM major (arcsec),FWHM minor (arcsec),Position angle (deg)
19.165594, -34.831455, 1.724163e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.568970, -39.381891, 7.702898e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.875111, -39.831297, 5.375748e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.334972, -20.587182, 1.788382e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.740381, -26.348966, 4.058346e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
14.213122, -37.175675, 7.855902e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.965073, -29.307553, 9.221105e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.260497, -24.218244, 2.305113e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.689613, -33.993981, 1.181332e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.339865, -37.364143, 1.043760e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.010050, -21.209704, 2.967213e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.462260, -35.466696, 1.495181e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.497515, -29.289972, 1.321368e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.189019, -23.138476, 3.930645e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.888909, -33.387710, 5.874347e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.029273, -34.181327, 1.363093e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.253261, -36.733772, 6.380309e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.156639, -29.917212, 3.199956e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.338559, -31.506157, 9.688936e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.332710, -31.362234, 5.831295e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.974450, -28.506438, 2.150677e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.283590, -37.327445, 9.492889e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.674967, -31.643966, 4.026859e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.046351, -32.843241, 2.322648e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
11.870146, -26.324201, 5.290206e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.868623, -28.604576, 5.028424e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
11.112778, -23.934118, 2.158048e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.416244, -36.483770, 7.582273e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
30.691148, -33.584901, 6.588506e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
31.151619, -29.513664, 2.750150e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.413116, -24.231527, 3.001596e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.010804, -28.990362, 4.355515e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.856593, -31.271140, 1.793347e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
25.984056, -27.815645, 9.576857e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.997830, -23.845790, 1.468506e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.739942, -26.031258, 3.150953e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
10.238633, -26.047003, 8.359085e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.040855, -39.250741, 6.284303e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.892040, -26.933488, 9.543016e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
29.191419, -33.448550, 8.786135e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
8.579878, -31.003697, 4.948577e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.577780, -32.891022, 5.426493e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.340600, -34.141609, 6.207919e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.023838, -23.155605, 2.201102e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.209659, -26.330997, 2.081237e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.908186, -32.451906, 1.755753e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.858691, -30.977613, 3.525243e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.489417, -23.425237, 9.168733e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.729715, -26.065598, 4.248697e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.078729, -35.279898, 4.589916e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
14.223903, -32.724314, 4.545801e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.256507, -22.547347, 9.940852e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.889980, -37.687051, 7.657773e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.391166, -32.224228, 4.010054e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
10.062070, -29.859839, 7.306952e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.740432, -25.295659, 1.406452e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
26.453227, -36.744741, 1.210004e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.948154, -26.118814, 5.986695e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.999979, -30.310484, 2.469608e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.442762, -29.648390, 4.641692e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.681365, -31.119954, 2.496990e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.067004, -33.615934, 3.012803e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.943678, -20.447442, 9.541830e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.429869, -25.601899, 4.871005e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.293741, -25.170294, 7.019102e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
26.442818, -31.606164, 3.688898e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.192165, -33.872233, 2.794025e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.272273, -23.321440, 1.137649e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.277586, -27.934854, 2.840465e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
26.850495, -27.456500, 4.306438e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
29.748243, -30.133835, 3.484106e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.243891, -37.355674, 3.936766e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
25.743611, -36.787040, 3.518335e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
20.297222, -25.802030, 2.044979e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.070890, -26.460298, 1.967075e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.343610, -33.092789, 2.705561e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
14.842898, -23.499782, 2.546713e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.277330, -24.355613, 1.875392e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.437429, -24.726536, 4.581659e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.026534, -28.478733, 5.789738e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.174543, -32.301361, 6.345844e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.249516, -32.386541, 2.275122e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.418914, -39.115909, 9.328905e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.673406, -29.579234, 6.279224e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.582428, -24.722536, 4.728417e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.042268, -39.276654, 4.927197e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.119147, -23.446612, 5.359014e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.883702, -35.827204, 2.397832e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.352710, -27.457803, 1.253458e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
11.211937, -33.973846, 8.698672e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.817522, -29.364281, 2.003605e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.508177, -33.547710, 2.583455e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.340489, -25.154620, 3.263556e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.573124, -23.855737, 6.906610e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.024903, -27.548062, 2.904694e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.196365, -22.692306, 4.404212e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.340492, -24.117512, 1.142843e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.598912, -27.788877, 6.360699e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
26.452172, -28.683250, 1.496928e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
14.178390, -23.653782, 1.212862e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.061307, -37.534212, 1.888459e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.118754, -30.739782, 3.410919e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.020980, -32.268778, 5.442048e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
28.226599, -23.554575, 1.187419e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
16.829716, -25.632177, 2.084116e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.035438, -28.570335, 2.312103e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.968861, -37.373528, 5.616919e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
28.640315, -26.167783, 4.107196e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
19.086142, -25.814516, 4.075974e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.741716, -27.608637, 3.430500e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
26.873794, -27.538522, 3.524967e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.582838, -36.798010, 1.660493e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.039490, -35.889830, 3.738927e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.743270, -23.476327, 8.679897e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
14.114072, -38.553785, 1.497661e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.934785, -23.927865, 8.024643e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
15.884305, -36.548913, 1.601887e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.304472, -29.235546, 6.882735e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
25.594090, -22.410785, 4.816932e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
13.129003, -30.727184, 8.886146e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.928208, -38.853295, 2.115660e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.764807, -30.398129, 2.464579e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
23.443726, -21.675528, 2.193759e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
9.681226, -34.384791, 4.409602e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.814647, -37.905825, 1.654837e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
29.662412, -26.486087, 1.757219e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
25.161792, -27.392170, 2.391033e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.190280, -26.484875, 3.012567e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.589309, -20.388630, 1.392650e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
10.209062, -30.494056, 2.799111e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
21.788817, -24.822866, 1.148062e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
22.211418, -29.452377, 5.993284e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
10.793570, -30.716822, 4.491363e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
10.658914, -28.114035, 5.443880e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
10.871913, -32.020702, 5.792070e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
18.457321, -39.422500, 3.943360e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.189173, -25.361182, 6.862206e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
27.651871, -27.247597, 3.063937e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
24.087473, -37.101123, 1.902119e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
17.321211, -20.400894, 3.072569e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
12.019936, -27.077467, 1.545499e+01, 0.000000e+00, 0.000000e+00, 0.000000e+00, 1.000000e+08, 0.000000e+00, 0.000000e+00, 1.000000e+01, 5.000000e+00,  50.000000
